Date,mcpc,ancillarytype
1/1/2018 12:00:00 AM,1.01000,Non Spin
1/1/2018 12:00:00 AM,1.00000,Regulation Down
1/1/2018 12:00:00 AM,2.51000,Regulation Up
1/1/2018 12:00:00 AM,3.00000,Responsive Reserve Service
1/1/2018 1:00:00 AM,1.01000,Non Spin
1/1/2018 1:00:00 AM,0.98000,Regulation Down
1/1/2018 1:00:00 AM,1.01000,Regulation Up
1/1/2018 1:00:00 AM,2.10000,Responsive Reserve Service
1/1/2018 2:00:00 AM,1.00000,Non Spin
1/1/2018 2:00:00 AM,1.00000,Regulation Down
1/1/2018 2:00:00 AM,2.10000,Regulation Up
1/1/2018 2:00:00 AM,2.81000,Responsive Reserve Service
1/1/2018 3:00:00 AM,1.00000,Non Spin
1/1/2018 3:00:00 AM,1.00000,Regulation Down
1/1/2018 3:00:00 AM,2.51000,Regulation Up
1/1/2018 3:00:00 AM,3.00000,Responsive Reserve Service
1/1/2018 4:00:00 AM,1.00000,Non Spin
1/1/2018 4:00:00 AM,1.00000,Regulation Down
1/1/2018 4:00:00 AM,3.11000,Regulation Up
1/1/2018 4:00:00 AM,3.31000,Responsive Reserve Service
1/1/2018 5:00:00 AM,0.99000,Non Spin
1/1/2018 5:00:00 AM,1.82000,Regulation Down
1/1/2018 5:00:00 AM,6.51000,Regulation Up
1/1/2018 5:00:00 AM,6.51000,Responsive Reserve Service
1/1/2018 6:00:00 AM,4.02000,Non Spin
1/1/2018 6:00:00 AM,2.61000,Regulation Down
1/1/2018 6:00:00 AM,15.01000,Regulation Up
1/1/2018 6:00:00 AM,12.93000,Responsive Reserve Service
1/1/2018 7:00:00 AM,3.08000,Non Spin
1/1/2018 7:00:00 AM,2.11000,Regulation Down
1/1/2018 7:00:00 AM,4.60000,Regulation Up
1/1/2018 7:00:00 AM,14.74000,Responsive Reserve Service
1/1/2018 8:00:00 AM,4.55000,Non Spin
1/1/2018 8:00:00 AM,1.44000,Regulation Down
1/1/2018 8:00:00 AM,8.11000,Regulation Up
1/1/2018 8:00:00 AM,30.68000,Responsive Reserve Service
1/1/2018 9:00:00 AM,2.50000,Non Spin
1/1/2018 9:00:00 AM,1.53000,Regulation Down
1/1/2018 9:00:00 AM,9.66000,Regulation Up
1/1/2018 9:00:00 AM,35.30000,Responsive Reserve Service
1/1/2018 10:00:00 AM,1.49000,Non Spin
1/1/2018 10:00:00 AM,2.11000,Regulation Down
1/1/2018 10:00:00 AM,6.68000,Regulation Up
1/1/2018 10:00:00 AM,27.48000,Responsive Reserve Service
1/1/2018 11:00:00 AM,1.46000,Non Spin
1/1/2018 11:00:00 AM,2.11000,Regulation Down
1/1/2018 11:00:00 AM,2.31000,Regulation Up
1/1/2018 11:00:00 AM,12.12000,Responsive Reserve Service
1/1/2018 12:00:00 PM,1.44000,Non Spin
1/1/2018 12:00:00 PM,2.32000,Regulation Down
1/1/2018 12:00:00 PM,3.00000,Regulation Up
1/1/2018 12:00:00 PM,9.78000,Responsive Reserve Service
1/1/2018 1:00:00 PM,1.49000,Non Spin
1/1/2018 1:00:00 PM,1.70000,Regulation Down
1/1/2018 1:00:00 PM,2.31000,Regulation Up
1/1/2018 1:00:00 PM,7.25000,Responsive Reserve Service
1/1/2018 2:00:00 PM,1.52000,Non Spin
1/1/2018 2:00:00 PM,3.50000,Regulation Down
1/1/2018 2:00:00 PM,2.11000,Regulation Up
1/1/2018 2:00:00 PM,6.76000,Responsive Reserve Service
1/1/2018 3:00:00 PM,1.77000,Non Spin
1/1/2018 3:00:00 PM,3.01000,Regulation Down
1/1/2018 3:00:00 PM,2.11000,Regulation Up
1/1/2018 3:00:00 PM,5.56000,Responsive Reserve Service
1/1/2018 4:00:00 PM,1.00000,Non Spin
1/1/2018 4:00:00 PM,2.90000,Regulation Down
1/1/2018 4:00:00 PM,3.00000,Regulation Up
1/1/2018 4:00:00 PM,8.16000,Responsive Reserve Service
1/1/2018 5:00:00 PM,1.45000,Non Spin
1/1/2018 5:00:00 PM,3.50000,Regulation Down
1/1/2018 5:00:00 PM,15.00000,Regulation Up
1/1/2018 5:00:00 PM,27.17000,Responsive Reserve Service
1/1/2018 6:00:00 PM,1.53000,Non Spin
1/1/2018 6:00:00 PM,2.31000,Regulation Down
1/1/2018 6:00:00 PM,15.01000,Regulation Up
1/1/2018 6:00:00 PM,39.70000,Responsive Reserve Service
1/1/2018 7:00:00 PM,1.45000,Non Spin
1/1/2018 7:00:00 PM,2.11000,Regulation Down
1/1/2018 7:00:00 PM,2.31000,Regulation Up
1/1/2018 7:00:00 PM,35.00000,Responsive Reserve Service
1/1/2018 8:00:00 PM,1.46000,Non Spin
1/1/2018 8:00:00 PM,3.13000,Regulation Down
1/1/2018 8:00:00 PM,6.01000,Regulation Up
1/1/2018 8:00:00 PM,27.67000,Responsive Reserve Service
1/1/2018 9:00:00 PM,1.49000,Non Spin
1/1/2018 9:00:00 PM,1.34000,Regulation Down
1/1/2018 9:00:00 PM,3.00000,Regulation Up
1/1/2018 9:00:00 PM,17.57000,Responsive Reserve Service
1/1/2018 10:00:00 PM,1.01000,Non Spin
1/1/2018 10:00:00 PM,2.11000,Regulation Down
1/1/2018 10:00:00 PM,3.00000,Regulation Up
1/1/2018 10:00:00 PM,13.60000,Responsive Reserve Service
1/1/2018 11:00:00 PM,1.01000,Non Spin
1/1/2018 11:00:00 PM,1.36000,Regulation Down
1/1/2018 11:00:00 PM,2.51000,Regulation Up
1/1/2018 11:00:00 PM,8.72000,Responsive Reserve Service
1/2/2018 12:00:00 AM,1.26000,Non Spin
1/2/2018 12:00:00 AM,2.00000,Regulation Down
1/2/2018 12:00:00 AM,5.91000,Regulation Up
1/2/2018 12:00:00 AM,9.21000,Responsive Reserve Service
1/2/2018 1:00:00 AM,1.12000,Non Spin
1/2/2018 1:00:00 AM,1.00000,Regulation Down
1/2/2018 1:00:00 AM,4.00000,Regulation Up
1/2/2018 1:00:00 AM,5.37000,Responsive Reserve Service
1/2/2018 2:00:00 AM,1.51000,Non Spin
1/2/2018 2:00:00 AM,0.01000,Regulation Down
1/2/2018 2:00:00 AM,4.00000,Regulation Up
1/2/2018 2:00:00 AM,6.24000,Responsive Reserve Service
1/2/2018 3:00:00 AM,1.50000,Non Spin
1/2/2018 3:00:00 AM,1.00000,Regulation Down
1/2/2018 3:00:00 AM,5.00000,Regulation Up
1/2/2018 3:00:00 AM,8.64000,Responsive Reserve Service
1/2/2018 4:00:00 AM,1.50000,Non Spin
1/2/2018 4:00:00 AM,1.76000,Regulation Down
1/2/2018 4:00:00 AM,15.16000,Regulation Up
1/2/2018 4:00:00 AM,21.60000,Responsive Reserve Service
1/2/2018 5:00:00 AM,1.00000,Non Spin
1/2/2018 5:00:00 AM,3.50000,Regulation Down
1/2/2018 5:00:00 AM,27.32000,Regulation Up
1/2/2018 5:00:00 AM,27.32000,Responsive Reserve Service
1/2/2018 6:00:00 AM,141.55000,Non Spin
1/2/2018 6:00:00 AM,4.00000,Regulation Down
1/2/2018 6:00:00 AM,151.15000,Regulation Up
1/2/2018 6:00:00 AM,145.00000,Responsive Reserve Service
1/2/2018 7:00:00 AM,156.86000,Non Spin
1/2/2018 7:00:00 AM,3.50000,Regulation Down
1/2/2018 7:00:00 AM,140.00000,Regulation Up
1/2/2018 7:00:00 AM,161.21000,Responsive Reserve Service
1/2/2018 8:00:00 AM,93.55000,Non Spin
1/2/2018 8:00:00 AM,2.11000,Regulation Down
1/2/2018 8:00:00 AM,93.55000,Regulation Up
1/2/2018 8:00:00 AM,95.00000,Responsive Reserve Service
1/2/2018 9:00:00 AM,75.00000,Non Spin
1/2/2018 9:00:00 AM,2.90000,Regulation Down
1/2/2018 9:00:00 AM,75.00000,Regulation Up
1/2/2018 9:00:00 AM,76.45000,Responsive Reserve Service
1/2/2018 10:00:00 AM,19.99000,Non Spin
1/2/2018 10:00:00 AM,3.01000,Regulation Down
1/2/2018 10:00:00 AM,20.59000,Regulation Up
1/2/2018 10:00:00 AM,41.22000,Responsive Reserve Service
1/2/2018 11:00:00 AM,10.00000,Non Spin
1/2/2018 11:00:00 AM,2.27000,Regulation Down
1/2/2018 11:00:00 AM,10.60000,Regulation Up
1/2/2018 11:00:00 AM,25.00000,Responsive Reserve Service
1/2/2018 12:00:00 PM,10.00000,Non Spin
1/2/2018 12:00:00 PM,2.31000,Regulation Down
1/2/2018 12:00:00 PM,10.60000,Regulation Up
1/2/2018 12:00:00 PM,16.00000,Responsive Reserve Service
1/2/2018 1:00:00 PM,8.00000,Non Spin
1/2/2018 1:00:00 PM,2.31000,Regulation Down
1/2/2018 1:00:00 PM,8.60000,Regulation Up
1/2/2018 1:00:00 PM,12.11000,Responsive Reserve Service
1/2/2018 2:00:00 PM,5.41000,Non Spin
1/2/2018 2:00:00 PM,2.34000,Regulation Down
1/2/2018 2:00:00 PM,6.01000,Regulation Up
1/2/2018 2:00:00 PM,10.23000,Responsive Reserve Service
1/2/2018 3:00:00 PM,6.60000,Non Spin
1/2/2018 3:00:00 PM,2.11000,Regulation Down
1/2/2018 3:00:00 PM,7.20000,Regulation Up
1/2/2018 3:00:00 PM,10.96000,Responsive Reserve Service
1/2/2018 4:00:00 PM,13.69000,Non Spin
1/2/2018 4:00:00 PM,2.11000,Regulation Down
1/2/2018 4:00:00 PM,14.29000,Regulation Up
1/2/2018 4:00:00 PM,18.12000,Responsive Reserve Service
1/2/2018 5:00:00 PM,46.25000,Non Spin
1/2/2018 5:00:00 PM,3.11000,Regulation Down
1/2/2018 5:00:00 PM,53.45000,Regulation Up
1/2/2018 5:00:00 PM,59.03000,Responsive Reserve Service
1/2/2018 6:00:00 PM,19.99000,Non Spin
1/2/2018 6:00:00 PM,3.50000,Regulation Down
1/2/2018 6:00:00 PM,60.95000,Regulation Up
1/2/2018 6:00:00 PM,79.91000,Responsive Reserve Service
1/2/2018 7:00:00 PM,19.99000,Non Spin
1/2/2018 7:00:00 PM,3.37000,Regulation Down
1/2/2018 7:00:00 PM,22.23000,Regulation Up
1/2/2018 7:00:00 PM,52.48000,Responsive Reserve Service
1/2/2018 8:00:00 PM,19.99000,Non Spin
1/2/2018 8:00:00 PM,2.31000,Regulation Down
