Date,mcpc,ancillarytype
1/1/2025 4:00:00 PM,0.94000,Responsive Reserve Service
1/1/2025 5:00:00 PM,0.24000,ECRS
1/1/2025 5:00:00 PM,1.48000,Non Spin
1/1/2025 5:00:00 PM,4.95000,Regulation Down
1/1/2025 5:00:00 PM,1.63000,Regulation Up
1/1/2025 5:00:00 PM,2.44000,Responsive Reserve Service
1/1/2025 6:00:00 PM,0.11000,ECRS
1/1/2025 6:00:00 PM,2.44000,Non Spin
1/1/2025 6:00:00 PM,3.04000,Regulation Down
1/1/2025 6:00:00 PM,1.98000,Regulation Up
1/1/2025 6:00:00 PM,2.44000,Responsive Reserve Service
1/1/2025 7:00:00 PM,0.12000,ECRS
1/1/2025 7:00:00 PM,1.94000,Non Spin
1/1/2025 7:00:00 PM,2.13000,Regulation Down
1/1/2025 7:00:00 PM,1.98000,Regulation Up
1/1/2025 7:00:00 PM,1.94000,Responsive Reserve Service
1/1/2025 8:00:00 PM,0.13000,ECRS
1/1/2025 8:00:00 PM,1.24000,Non Spin
1/1/2025 8:00:00 PM,1.53000,Regulation Down
1/1/2025 8:00:00 PM,1.81000,Regulation Up
1/1/2025 8:00:00 PM,0.81000,Responsive Reserve Service
1/1/2025 9:00:00 PM,0.06000,ECRS
1/1/2025 9:00:00 PM,1.04000,Non Spin
1/1/2025 9:00:00 PM,1.53000,Regulation Down
1/1/2025 9:00:00 PM,2.04000,Regulation Up
1/1/2025 9:00:00 PM,0.79000,Responsive Reserve Service
1/1/2025 10:00:00 PM,0.04000,ECRS
1/1/2025 10:00:00 PM,0.74000,Non Spin
1/1/2025 10:00:00 PM,1.53000,Regulation Down
1/1/2025 10:00:00 PM,2.74000,Regulation Up
1/1/2025 10:00:00 PM,0.74000,Responsive Reserve Service
1/1/2025 11:00:00 PM,0.04000,ECRS
1/1/2025 11:00:00 PM,0.68000,Non Spin
1/1/2025 11:00:00 PM,1.13000,Regulation Down
1/1/2025 11:00:00 PM,2.18000,Regulation Up
1/1/2025 11:00:00 PM,0.68000,Responsive Reserve Service
1/2/2025 12:00:00 AM,0.03000,ECRS
1/2/2025 12:00:00 AM,0.20000,Non Spin
1/2/2025 12:00:00 AM,1.53000,Regulation Down
1/2/2025 12:00:00 AM,1.74000,Regulation Up
1/2/2025 12:00:00 AM,0.50000,Responsive Reserve Service
1/2/2025 1:00:00 AM,0.03000,ECRS
1/2/2025 1:00:00 AM,0.20000,Non Spin
1/2/2025 1:00:00 AM,1.05000,Regulation Down
1/2/2025 1:00:00 AM,1.06000,Regulation Up
1/2/2025 1:00:00 AM,0.50000,Responsive Reserve Service
1/2/2025 2:00:00 AM,0.03000,ECRS
1/2/2025 2:00:00 AM,0.50000,Non Spin
1/2/2025 2:00:00 AM,0.52000,Regulation Down
1/2/2025 2:00:00 AM,1.06000,Regulation Up
1/2/2025 2:00:00 AM,0.50000,Responsive Reserve Service
1/2/2025 3:00:00 AM,0.03000,ECRS
1/2/2025 3:00:00 AM,0.50000,Non Spin
1/2/2025 3:00:00 AM,0.50000,Regulation Down
1/2/2025 3:00:00 AM,1.06000,Regulation Up
1/2/2025 3:00:00 AM,0.50000,Responsive Reserve Service
1/2/2025 4:00:00 AM,0.03000,ECRS
1/2/2025 4:00:00 AM,0.50000,Non Spin
1/2/2025 4:00:00 AM,0.58000,Regulation Down
1/2/2025 4:00:00 AM,1.25000,Regulation Up
1/2/2025 4:00:00 AM,0.50000,Responsive Reserve Service
1/2/2025 5:00:00 AM,0.04000,ECRS
1/2/2025 5:00:00 AM,0.50000,Non Spin
1/2/2025 5:00:00 AM,1.53000,Regulation Down
1/2/2025 5:00:00 AM,1.06000,Regulation Up
1/2/2025 5:00:00 AM,0.50000,Responsive Reserve Service
1/2/2025 6:00:00 AM,0.04000,ECRS
1/2/2025 6:00:00 AM,1.01000,Non Spin
1/2/2025 6:00:00 AM,1.53000,Regulation Down
1/2/2025 6:00:00 AM,1.00000,Regulation Up
1/2/2025 6:00:00 AM,1.00000,Responsive Reserve Service
1/2/2025 7:00:00 AM,0.05000,ECRS
1/2/2025 7:00:00 AM,1.00000,Non Spin
1/2/2025 7:00:00 AM,2.38000,Regulation Down
1/2/2025 7:00:00 AM,0.73000,Regulation Up
1/2/2025 7:00:00 AM,1.00000,Responsive Reserve Service
1/2/2025 8:00:00 AM,1.01000,ECRS
1/2/2025 8:00:00 AM,1.01000,Non Spin
1/2/2025 8:00:00 AM,1.17000,Regulation Down
1/2/2025 8:00:00 AM,1.01000,Regulation Up
1/2/2025 8:00:00 AM,1.01000,Responsive Reserve Service
1/2/2025 9:00:00 AM,1.02000,ECRS
1/2/2025 9:00:00 AM,1.02000,Non Spin
1/2/2025 9:00:00 AM,0.79000,Regulation Down
1/2/2025 9:00:00 AM,1.52000,Regulation Up
1/2/2025 9:00:00 AM,1.02000,Responsive Reserve Service
1/2/2025 10:00:00 AM,1.00000,ECRS
1/2/2025 10:00:00 AM,1.00000,Non Spin
1/2/2025 10:00:00 AM,0.79000,Regulation Down
1/2/2025 10:00:00 AM,1.50000,Regulation Up
1/2/2025 10:00:00 AM,1.00000,Responsive Reserve Service
1/2/2025 11:00:00 AM,0.34000,ECRS
1/2/2025 11:00:00 AM,0.97000,Non Spin
1/2/2025 11:00:00 AM,0.79000,Regulation Down
1/2/2025 11:00:00 AM,1.25000,Regulation Up
1/2/2025 11:00:00 AM,0.50000,Responsive Reserve Service
1/2/2025 12:00:00 PM,0.06000,ECRS
1/2/2025 12:00:00 PM,0.96000,Non Spin
1/2/2025 12:00:00 PM,0.98000,Regulation Down
1/2/2025 12:00:00 PM,1.25000,Regulation Up
1/2/2025 12:00:00 PM,0.50000,Responsive Reserve Service
1/2/2025 1:00:00 PM,0.24000,ECRS
1/2/2025 1:00:00 PM,0.92000,Non Spin
1/2/2025 1:00:00 PM,0.98000,Regulation Down
1/2/2025 1:00:00 PM,1.25000,Regulation Up
1/2/2025 1:00:00 PM,0.50000,Responsive Reserve Service
1/2/2025 2:00:00 PM,0.50000,ECRS
1/2/2025 2:00:00 PM,0.90000,Non Spin
1/2/2025 2:00:00 PM,0.98000,Regulation Down
1/2/2025 2:00:00 PM,1.25000,Regulation Up
1/2/2025 2:00:00 PM,0.50000,Responsive Reserve Service
1/2/2025 3:00:00 PM,0.24000,ECRS
1/2/2025 3:00:00 PM,0.58000,Non Spin
1/2/2025 3:00:00 PM,0.98000,Regulation Down
1/2/2025 3:00:00 PM,1.25000,Regulation Up
1/2/2025 3:00:00 PM,0.50000,Responsive Reserve Service
1/2/2025 4:00:00 PM,1.00000,ECRS
1/2/2025 4:00:00 PM,1.00000,Non Spin
1/2/2025 4:00:00 PM,4.13000,Regulation Down
1/2/2025 4:00:00 PM,1.00000,Regulation Up
1/2/2025 4:00:00 PM,1.00000,Responsive Reserve Service
1/2/2025 5:00:00 PM,2.23000,ECRS
1/2/2025 5:00:00 PM,1.49000,Non Spin
1/2/2025 5:00:00 PM,4.90000,Regulation Down
1/2/2025 5:00:00 PM,1.55000,Regulation Up
1/2/2025 5:00:00 PM,2.23000,Responsive Reserve Service
1/2/2025 6:00:00 PM,0.12000,ECRS
1/2/2025 6:00:00 PM,2.06000,Non Spin
1/2/2025 6:00:00 PM,4.95000,Regulation Down
1/2/2025 6:00:00 PM,1.65000,Regulation Up
1/2/2025 6:00:00 PM,2.06000,Responsive Reserve Service
1/2/2025 7:00:00 PM,0.13000,ECRS
1/2/2025 7:00:00 PM,2.94000,Non Spin
1/2/2025 7:00:00 PM,4.13000,Regulation Down
1/2/2025 7:00:00 PM,2.94000,Regulation Up
1/2/2025 7:00:00 PM,2.94000,Responsive Reserve Service
1/2/2025 8:00:00 PM,0.13000,ECRS
1/2/2025 8:00:00 PM,1.06000,Non Spin
1/2/2025 8:00:00 PM,1.53000,Regulation Down
1/2/2025 8:00:00 PM,2.31000,Regulation Up
1/2/2025 8:00:00 PM,0.81000,Responsive Reserve Service
1/2/2025 9:00:00 PM,0.10000,ECRS
1/2/2025 9:00:00 PM,1.00000,Non Spin
1/2/2025 9:00:00 PM,0.50000,Regulation Down
1/2/2025 9:00:00 PM,1.50000,Regulation Up
1/2/2025 9:00:00 PM,0.75000,Responsive Reserve Service
1/2/2025 10:00:00 PM,0.10000,ECRS
1/2/2025 10:00:00 PM,0.50000,Non Spin
1/2/2025 10:00:00 PM,0.50000,Regulation Down
1/2/2025 10:00:00 PM,0.94000,Regulation Up
1/2/2025 10:00:00 PM,0.50000,Responsive Reserve Service
1/2/2025 11:00:00 PM,0.04000,ECRS
1/2/2025 11:00:00 PM,0.50000,Non Spin
1/2/2025 11:00:00 PM,1.53000,Regulation Down
1/2/2025 11:00:00 PM,1.21000,Regulation Up
1/2/2025 11:00:00 PM,0.50000,Responsive Reserve Service
1/3/2025 12:00:00 AM,0.02000,ECRS
1/3/2025 12:00:00 AM,0.10000,Non Spin
1/3/2025 12:00:00 AM,0.24000,Regulation Down
1/3/2025 12:00:00 AM,0.56000,Regulation Up
1/3/2025 12:00:00 AM,0.30000,Responsive Reserve Service
1/3/2025 1:00:00 AM,0.03000,ECRS
1/3/2025 1:00:00 AM,0.09000,Non Spin
1/3/2025 1:00:00 AM,0.24000,Regulation Down
1/3/2025 1:00:00 AM,0.86000,Regulation Up
1/3/2025 1:00:00 AM,0.30000,Responsive Reserve Service
1/3/2025 2:00:00 AM,0.02000,ECRS
1/3/2025 2:00:00 AM,0.30000,Non Spin
1/3/2025 2:00:00 AM,0.24000,Regulation Down
1/3/2025 2:00:00 AM,0.86000,Regulation Up
1/3/2025 2:00:00 AM,0.30000,Responsive Reserve Service
1/3/2025 3:00:00 AM,0.02000,ECRS
1/3/2025 3:00:00 AM,0.31000,Non Spin
1/3/2025 3:00:00 AM,0.24000,Regulation Down
1/3/2025 3:00:00 AM,0.52000,Regulation Up
1/3/2025 3:00:00 AM,0.31000,Responsive Reserve Service
1/3/2025 4:00:00 AM,0.03000,ECRS
1/3/2025 4:00:00 AM,0.31000,Non Spin
1/3/2025 4:00:00 AM,0.50000,Regulation Down
1/3/2025 4:00:00 AM,1.06000,Regulation Up
1/3/2025 4:00:00 AM,0.31000,Responsive Reserve Service
1/3/2025 5:00:00 AM,0.05000,ECRS
1/3/2025 5:00:00 AM,0.30000,Non Spin
1/3/2025 5:00:00 AM,0.79000,Regulation Down
1/3/2025 5:00:00 AM,0.72000,Regulation Up
1/3/2025 5:00:00 AM,0.30000,Responsive Reserve Service
1/3/2025 6:00:00 AM,0.11000,ECRS
1/3/2025 6:00:00 AM,1.07000,Non Spin
1/3/2025 6:00:00 AM,4.13000,Regulation Down
1/3/2025 6:00:00 AM,1.65000,Regulation Up
1/3/2025 6:00:00 AM,1.07000,Responsive Reserve Service
1/3/2025 7:00:00 AM,0.12000,ECRS
1/3/2025 7:00:00 AM,1.48000,Non Spin
1/3/2025 7:00:00 AM,3.92000,Regulation Down
1/3/2025 7:00:00 AM,1.66000,Regulation Up
1/3/2025 7:00:00 AM,1.66000,Responsive Reserve Service
1/3/2025 8:00:00 AM,1.65000,ECRS
1/3/2025 8:00:00 AM,1.48000,Non Spin
1/3/2025 8:00:00 AM,3.96000,Regulation Down
1/3/2025 8:00:00 AM,1.65000,Regulation Up
1/3/2025 8:00:00 AM,1.65000,Responsive Reserve Service
1/3/2025 9:00:00 AM,1.00000,ECRS
1/3/2025 9:00:00 AM,1.00000,Non Spin
1/3/2025 9:00:00 AM,0.79000,Regulation Down
1/3/2025 9:00:00 AM,1.75000,Regulation Up
1/3/2025 9:00:00 AM,1.00000,Responsive Reserve Service
1/3/2025 10:00:00 AM,0.79000,ECRS
1/3/2025 10:00:00 AM,0.79000,Non Spin
1/3/2025 10:00:00 AM,0.74000,Regulation Down
1/3/2025 10:00:00 AM,1.54000,Regulation Up
1/3/2025 10:00:00 AM,0.79000,Responsive Reserve Service
1/3/2025 11:00:00 AM,0.50000,ECRS
1/3/2025 11:00:00 AM,0.50000,Non Spin
1/3/2025 11:00:00 AM,0.79000,Regulation Down
1/3/2025 11:00:00 AM,1.25000,Regulation Up
1/3/2025 11:00:00 AM,0.50000,Responsive Reserve Service
1/3/2025 12:00:00 PM,0.06000,ECRS
1/3/2025 12:00:00 PM,0.49000,Non Spin
1/3/2025 12:00:00 PM,0.50000,Regulation Down
1/3/2025 12:00:00 PM,1.24000,Regulation Up
1/3/2025 12:00:00 PM,0.49000,Responsive Reserve Service
1/3/2025 1:00:00 PM,0.50000,ECRS
1/3/2025 1:00:00 PM,0.50000,Non Spin
1/3/2025 1:00:00 PM,0.50000,Regulation Down
1/3/2025 1:00:00 PM,1.25000,Regulation Up
1/3/2025 1:00:00 PM,0.50000,Responsive Reserve Service
1/3/2025 2:00:00 PM,0.50000,ECRS
1/3/2025 2:00:00 PM,0.50000,Non Spin
1/3/2025 2:00:00 PM,0.50000,Regulation Down
1/3/2025 2:00:00 PM,1.25000,Regulation Up
1/3/2025 2:00:00 PM,0.50000,Responsive Reserve Service
1/3/2025 3:00:00 PM,0.44000,ECRS
1/3/2025 3:00:00 PM,0.44000,Non Spin
1/3/2025 3:00:00 PM,0.79000,Regulation Down
1/3/2025 3:00:00 PM,1.19000,Regulation Up
1/3/2025 3:00:00 PM,0.44000,Responsive Reserve Service
1/3/2025 4:00:00 PM,0.80000,ECRS
1/3/2025 4:00:00 PM,0.80000,Non Spin
1/3/2025 4:00:00 PM,1.99000,Regulation Down
1/3/2025 4:00:00 PM,0.80000,Regulation Up
1/3/2025 4:00:00 PM,0.80000,Responsive Reserve Service
1/3/2025 5:00:00 PM,1.65000,ECRS
1/3/2025 5:00:00 PM,1.02000,Non Spin
1/3/2025 5:00:00 PM,3.02000,Regulation Down
1/3/2025 5:00:00 PM,1.29000,Regulation Up
1/3/2025 5:00:00 PM,1.65000,Responsive Reserve Service
1/3/2025 6:00:00 PM,0.15000,ECRS
1/3/2025 6:00:00 PM,1.07000,Non Spin
1/3/2025 6:00:00 PM,3.13000,Regulation Down
1/3/2025 6:00:00 PM,0.88000,Regulation Up
1/3/2025 6:00:00 PM,1.09000,Responsive Reserve Service
1/3/2025 7:00:00 PM,0.04000,ECRS
1/3/2025 7:00:00 PM,1.10000,Non Spin
1/3/2025 7:00:00 PM,2.09000,Regulation Down
1/3/2025 7:00:00 PM,1.96000,Regulation Up
1/3/2025 7:00:00 PM,1.10000,Responsive Reserve Service
1/3/2025 8:00:00 PM,0.04000,ECRS
1/3/2025 8:00:00 PM,0.99000,Non Spin
1/3/2025 8:00:00 PM,1.53000,Regulation Down
1/3/2025 8:00:00 PM,1.75000,Regulation Up
1/3/2025 8:00:00 PM,0.75000,Responsive Reserve Service
1/3/2025 9:00:00 PM,0.04000,ECRS
1/3/2025 9:00:00 PM,0.97000,Non Spin
1/3/2025 9:00:00 PM,1.53000,Regulation Down
1/3/2025 9:00:00 PM,1.98000,Regulation Up
1/3/2025 9:00:00 PM,0.73000,Responsive Reserve Service
1/3/2025 10:00:00 PM,0.04000,ECRS
1/3/2025 10:00:00 PM,0.23000,Non Spin
1/3/2025 10:00:00 PM,0.50000,Regulation Down
1/3/2025 10:00:00 PM,2.49000,Regulation Up
1/3/2025 10:00:00 PM,0.50000,Responsive Reserve Service
1/3/2025 11:00:00 PM,0.04000,ECRS
1/3/2025 11:00:00 PM,0.23000,Non Spin
1/3/2025 11:00:00 PM,1.53000,Regulation Down
1/3/2025 11:00:00 PM,2.00000,Regulation Up
1/3/2025 11:00:00 PM,0.50000,Responsive Reserve Service
1/4/2025 12:00:00 AM,0.03000,ECRS
1/4/2025 12:00:00 AM,0.08000,Non Spin
1/4/2025 12:00:00 AM,0.29000,Regulation Down
1/4/2025 12:00:00 AM,1.10000,Regulation Up
1/4/2025 12:00:00 AM,0.29000,Responsive Reserve Service
1/4/2025 1:00:00 AM,0.04000,ECRS
1/4/2025 1:00:00 AM,0.08000,Non Spin
1/4/2025 1:00:00 AM,0.24000,Regulation Down
1/4/2025 1:00:00 AM,0.66000,Regulation Up
1/4/2025 1:00:00 AM,0.29000,Responsive Reserve Service
1/4/2025 2:00:00 AM,0.03000,ECRS
1/4/2025 2:00:00 AM,0.25000,Non Spin
1/4/2025 2:00:00 AM,0.24000,Regulation Down
1/4/2025 2:00:00 AM,0.64000,Regulation Up
1/4/2025 2:00:00 AM,0.29000,Responsive Reserve Service
1/4/2025 3:00:00 AM,0.03000,ECRS
1/4/2025 3:00:00 AM,0.24000,Non Spin
1/4/2025 3:00:00 AM,0.29000,Regulation Down
1/4/2025 3:00:00 AM,0.73000,Regulation Up
1/4/2025 3:00:00 AM,0.35000,Responsive Reserve Service
1/4/2025 4:00:00 AM,0.04000,ECRS
1/4/2025 4:00:00 AM,0.24000,Non Spin
1/4/2025 4:00:00 AM,0.29000,Regulation Down
1/4/2025 4:00:00 AM,0.80000,Regulation Up
1/4/2025 4:00:00 AM,0.30000,Responsive Reserve Service
1/4/2025 5:00:00 AM,0.04000,ECRS
1/4/2025 5:00:00 AM,0.25000,Non Spin
1/4/2025 5:00:00 AM,0.29000,Regulation Down
1/4/2025 5:00:00 AM,0.67000,Regulation Up
1/4/2025 5:00:00 AM,0.30000,Responsive Reserve Service
1/4/2025 6:00:00 AM,0.10000,ECRS
1/4/2025 6:00:00 AM,0.63000,Non Spin
1/4/2025 6:00:00 AM,0.24000,Regulation Down
1/4/2025 6:00:00 AM,0.95000,Regulation Up
1/4/2025 6:00:00 AM,0.50000,Responsive Reserve Service
1/4/2025 7:00:00 AM,0.11000,ECRS
1/4/2025 7:00:00 AM,0.80000,Non Spin
1/4/2025 7:00:00 AM,1.34000,Regulation Down
1/4/2025 7:00:00 AM,0.61000,Regulation Up
1/4/2025 7:00:00 AM,0.78000,Responsive Reserve Service
1/4/2025 8:00:00 AM,0.81000,ECRS
1/4/2025 8:00:00 AM,0.81000,Non Spin
1/4/2025 8:00:00 AM,2.13000,Regulation Down
1/4/2025 8:00:00 AM,0.81000,Regulation Up
1/4/2025 8:00:00 AM,0.81000,Responsive Reserve Service
1/4/2025 9:00:00 AM,0.81000,ECRS
1/4/2025 9:00:00 AM,0.81000,Non Spin
1/4/2025 9:00:00 AM,0.29000,Regulation Down
1/4/2025 9:00:00 AM,1.06000,Regulation Up
1/4/2025 9:00:00 AM,0.81000,Responsive Reserve Service
1/4/2025 10:00:00 AM,0.50000,ECRS
1/4/2025 10:00:00 AM,0.50000,Non Spin
1/4/2025 10:00:00 AM,0.29000,Regulation Down
1/4/2025 10:00:00 AM,0.88000,Regulation Up
1/4/2025 10:00:00 AM,0.50000,Responsive Reserve Service
1/4/2025 11:00:00 AM,0.37000,ECRS
1/4/2025 11:00:00 AM,0.37000,Non Spin
1/4/2025 11:00:00 AM,0.29000,Regulation Down
1/4/2025 11:00:00 AM,0.75000,Regulation Up
1/4/2025 11:00:00 AM,0.37000,Responsive Reserve Service
1/4/2025 12:00:00 PM,0.30000,ECRS
1/4/2025 12:00:00 PM,0.30000,Non Spin
1/4/2025 12:00:00 PM,0.29000,Regulation Down
1/4/2025 12:00:00 PM,0.67000,Regulation Up
1/4/2025 12:00:00 PM,0.30000,Responsive Reserve Service
1/4/2025 1:00:00 PM,0.30000,ECRS
1/4/2025 1:00:00 PM,0.30000,Non Spin
1/4/2025 1:00:00 PM,0.29000,Regulation Down
1/4/2025 1:00:00 PM,0.67000,Regulation Up
1/4/2025 1:00:00 PM,0.30000,Responsive Reserve Service
1/4/2025 2:00:00 PM,0.40000,ECRS
1/4/2025 2:00:00 PM,0.40000,Non Spin
1/4/2025 2:00:00 PM,0.29000,Regulation Down
1/4/2025 2:00:00 PM,0.78000,Regulation Up
1/4/2025 2:00:00 PM,0.40000,Responsive Reserve Service
1/4/2025 3:00:00 PM,0.37000,ECRS
1/4/2025 3:00:00 PM,0.37000,Non Spin
1/4/2025 3:00:00 PM,0.98000,Regulation Down
1/4/2025 3:00:00 PM,0.75000,Regulation Up
1/4/2025 3:00:00 PM,0.37000,Responsive Reserve Service
1/4/2025 4:00:00 PM,0.58000,ECRS
1/4/2025 4:00:00 PM,0.58000,Non Spin
1/4/2025 4:00:00 PM,0.51000,Regulation Down
1/4/2025 4:00:00 PM,0.58000,Regulation Up
1/4/2025 4:00:00 PM,0.58000,Responsive Reserve Service
1/4/2025 5:00:00 PM,0.81000,ECRS
1/4/2025 5:00:00 PM,0.94000,Non Spin
1/4/2025 5:00:00 PM,3.46000,Regulation Down
1/4/2025 5:00:00 PM,0.96000,Regulation Up
1/4/2025 5:00:00 PM,0.81000,Responsive Reserve Service
1/4/2025 6:00:00 PM,0.14000,ECRS
1/4/2025 6:00:00 PM,0.95000,Non Spin
1/4/2025 6:00:00 PM,1.99000,Regulation Down
1/4/2025 6:00:00 PM,0.63000,Regulation Up
1/4/2025 6:00:00 PM,0.63000,Responsive Reserve Service
1/4/2025 7:00:00 PM,0.15000,ECRS
1/4/2025 7:00:00 PM,0.95000,Non Spin
1/4/2025 7:00:00 PM,2.03000,Regulation Down
1/4/2025 7:00:00 PM,0.67000,Regulation Up
1/4/2025 7:00:00 PM,0.95000,Responsive Reserve Service
1/4/2025 8:00:00 PM,0.16000,ECRS
1/4/2025 8:00:00 PM,0.75000,Non Spin
1/4/2025 8:00:00 PM,0.29000,Regulation Down
1/4/2025 8:00:00 PM,0.50000,Regulation Up
1/4/2025 8:00:00 PM,0.50000,Responsive Reserve Service
1/4/2025 9:00:00 PM,0.04000,ECRS
1/4/2025 9:00:00 PM,0.75000,Non Spin
1/4/2025 9:00:00 PM,0.29000,Regulation Down
1/4/2025 9:00:00 PM,1.13000,Regulation Up
1/4/2025 9:00:00 PM,0.50000,Responsive Reserve Service
1/4/2025 10:00:00 PM,0.04000,ECRS
1/4/2025 10:00:00 PM,0.10000,Non Spin
1/4/2025 10:00:00 PM,0.29000,Regulation Down
1/4/2025 10:00:00 PM,1.29000,Regulation Up
1/4/2025 10:00:00 PM,0.29000,Responsive Reserve Service
1/4/2025 11:00:00 PM,0.04000,ECRS
1/4/2025 11:00:00 PM,0.10000,Non Spin
1/4/2025 11:00:00 PM,0.29000,Regulation Down
1/4/2025 11:00:00 PM,1.04000,Regulation Up
1/4/2025 11:00:00 PM,0.29000,Responsive Reserve Service
1/5/2025 12:00:00 AM,0.03000,ECRS
1/5/2025 12:00:00 AM,0.07000,Non Spin
1/5/2025 12:00:00 AM,0.29000,Regulation Down
1/5/2025 12:00:00 AM,0.29000,Regulation Up
1/5/2025 12:00:00 AM,0.29000,Responsive Reserve Service
1/5/2025 1:00:00 AM,0.04000,ECRS
1/5/2025 1:00:00 AM,0.07000,Non Spin
1/5/2025 1:00:00 AM,0.24000,Regulation Down
1/5/2025 1:00:00 AM,0.29000,Regulation Up
1/5/2025 1:00:00 AM,0.29000,Responsive Reserve Service
1/5/2025 2:00:00 AM,0.04000,ECRS
1/5/2025 2:00:00 AM,0.24000,Non Spin
1/5/2025 2:00:00 AM,0.24000,Regulation Down
1/5/2025 2:00:00 AM,0.29000,Regulation Up
1/5/2025 2:00:00 AM,0.29000,Responsive Reserve Service
