Date,mcpc,ancillarytype
4/6/2011 5:00:00 AM,8.00000,Responsive Reserve Service
4/6/2011 6:00:00 AM,8.15000,Non Spin
4/6/2011 6:00:00 AM,9.00000,Regulation Down
4/6/2011 6:00:00 AM,11.15000,Regulation Up
4/6/2011 6:00:00 AM,10.15000,Responsive Reserve Service
4/6/2011 7:00:00 AM,8.60000,Non Spin
4/6/2011 7:00:00 AM,10.00000,Regulation Down
4/6/2011 7:00:00 AM,10.60000,Regulation Up
4/6/2011 7:00:00 AM,10.60000,Responsive Reserve Service
4/6/2011 8:00:00 AM,8.42000,Non Spin
4/6/2011 8:00:00 AM,10.00000,Regulation Down
4/6/2011 8:00:00 AM,10.00000,Regulation Up
4/6/2011 8:00:00 AM,10.00000,Responsive Reserve Service
4/6/2011 9:00:00 AM,7.22000,Non Spin
4/6/2011 9:00:00 AM,13.11000,Regulation Down
4/6/2011 9:00:00 AM,6.85000,Regulation Up
4/6/2011 9:00:00 AM,7.22000,Responsive Reserve Service
4/6/2011 10:00:00 AM,9.01000,Non Spin
4/6/2011 10:00:00 AM,7.00000,Regulation Down
4/6/2011 10:00:00 AM,7.37000,Regulation Up
4/6/2011 10:00:00 AM,9.01000,Responsive Reserve Service
4/6/2011 11:00:00 AM,7.28000,Non Spin
4/6/2011 11:00:00 AM,5.13000,Regulation Down
4/6/2011 11:00:00 AM,5.00000,Regulation Up
4/6/2011 11:00:00 AM,7.28000,Responsive Reserve Service
4/6/2011 12:00:00 PM,9.62000,Non Spin
4/6/2011 12:00:00 PM,4.98000,Regulation Down
4/6/2011 12:00:00 PM,7.34000,Regulation Up
4/6/2011 12:00:00 PM,9.62000,Responsive Reserve Service
4/6/2011 1:00:00 PM,9.00000,Non Spin
4/6/2011 1:00:00 PM,5.00000,Regulation Down
4/6/2011 1:00:00 PM,9.00000,Regulation Up
4/6/2011 1:00:00 PM,9.00000,Responsive Reserve Service
4/6/2011 2:00:00 PM,6.23000,Non Spin
4/6/2011 2:00:00 PM,5.00000,Regulation Down
4/6/2011 2:00:00 PM,5.00000,Regulation Up
