zone,period,garch_vol,egarch_vol,garchx_vol
LZ_HOUSTON,post_BESS,38.92728384079764,43219.137087419505,38.92728384079764
LZ_HOUSTON,pre_BESS,32.37153926132645,33565.28921606745,32.37153926132645
LZ_NORTH,post_BESS,42.088705910041675,48013.05990618438,42.088705910041675
LZ_NORTH,pre_BESS,31.91991343233935,32951.00960817134,31.91991343233935
LZ_SOUTH,post_BESS,42.44103245384414,45417.83383083249,42.44103245384414
LZ_SOUTH,pre_BESS,36.06023370871896,36239.064540251544,36.06023370871896
LZ_WEST,post_BESS,59.357446351558586,63364.15837170285,59.357446351558586
LZ_WEST,pre_BESS,51.40345808908699,51420.82421407003,51.40345808908699
